Ygrowth,Igrowth,Cgrowth,N,wgrowth,RB,pi,sigma2,Tgrowth,tauprog_obs,I90share,w90share
NaN,NaN,NaN,0.00170032781051521,NaN,NaN,-0.006733503083075939,NaN,NaN,NaN,NaN,NaN
0.0108457452109541,0.0420334619444386,0.009601757867158759,0.0113611806382785,NaN,-0.00947347621498112,-0.0052972892430653605,NaN,0.027220393264288996,NaN,NaN,NaN
0.0212210378922997,0.0881655355756696,0.0133198522761471,0.0245428655167297,NaN,-0.0095732251801683,-0.00339599215212713,NaN,0.0454589810194635,0.56395718464368,0.3707,0.68339998
0.0119683855338817,0.0446133260025267,0.00832939637992201,0.034619018365408,NaN,-0.00868414789236684,-0.00389209718299697,NaN,0.0196005197722156,NaN,NaN,NaN
0.00415305174817253,0.0132918249105711,0.0017084070767459,0.0420369613687219,NaN,-0.008293868339306941,-0.00107635129938164,NaN,0.0106427409022492,NaN,NaN,NaN
-0.000220043691136549,0.0362063240245604,-0.0022979505060179,0.0511601281865781,NaN,-0.007198577977891999,0.0018810319933948699,NaN,0.00977961307425496,NaN,NaN,NaN
-0.0116003160730233,-0.0250116979183815,-0.0117693518194533,0.0542050166858985,NaN,-0.00616247594935061,0.0018496461363309,NaN,-0.0191930601862621,0.56395718464368,0.3617,0.6868
-0.00242586492255365,-0.0302404065097224,-0.0035488892028863296,0.053364556561589005,NaN,-0.00584771359232936,-0.00211259752614376,NaN,0.00700146705393274,NaN,NaN,NaN
-0.00972161571579728,-0.00422955709707966,-0.00814388619477892,0.0463093026595827,NaN,-0.00532608892669929,0.00442184227113642,NaN,-0.022159306807229998,NaN,NaN,NaN
0.00473434816591128,-0.0263169645763717,0.007826483636228941,0.0487240002613758,NaN,-0.005036414973396739,-0.00402656302713231,NaN,0.0300649593516594,NaN,NaN,NaN
-0.00151949884071629,-0.0140320390211897,-0.00550740924698136,0.0464931686923968,NaN,-0.00474682490679443,0.00562179445050617,NaN,-0.00694642321999821,0.56395718464368,0.36090001,0.69080001
-0.00811803296181952,-0.0126167617417177,-0.0066774508840770205,0.041215768301667,NaN,-0.00473027943570302,-0.00105601670260011,NaN,-0.0220221091663694,NaN,NaN,NaN
0.00258804931363526,0.00431775263482632,0.00222693373985682,0.0331612116035966,NaN,-0.004564839779440179,-0.0021099568768809603,NaN,-0.0145646540752006,NaN,NaN,NaN
-0.0167378063282086,-0.119108274269899,-0.00294147010607705,0.009018887256579509,NaN,-0.00398601642843026,-0.007346544749880591,NaN,-0.0467779869572715,NaN,NaN,NaN
-0.0290348907648851,-0.081440159264163,-0.0202799874192583,-0.0171437477744574,NaN,-0.00393641858427317,0.0027114761043962802,NaN,-0.0729335091186906,0.56395718464368,0.3592,0.68949997
0.000222192569580717,-0.0362475178842625,-0.000760425867377026,-0.0348862488920494,NaN,-0.00738933774143065,-0.00512060146310686,NaN,-0.009467295668334529,NaN,NaN,NaN
0.0144744857880764,0.0871178518039532,0.00319128905956621,-0.0263579155908777,NaN,-0.00968961154979303,-0.0019821995609874197,NaN,0.0374891447136592,NaN,NaN,NaN
0.0177072994447674,0.092533936460939,0.000409316030089966,-0.0148834946328451,NaN,-0.008733981779420441,-0.0033054554184512603,NaN,0.0429020419042439,NaN,NaN,NaN
0.00976492712222315,0.0283241254381754,0.0146397127051645,0.000902445328052615,NaN,-0.00664309380112538,-0.005710663975428271,NaN,0.0229720668656311,0.56395718464368,0.3651,0.69679999
0.0170854619186774,0.0623667785862278,0.00983769661815391,0.0164541547798649,NaN,-0.0056324069451472,-0.0065097912086329104,NaN,0.0391478871122649,NaN,NaN,NaN
-0.0108327382941499,-0.0788335117199402,0.00452806660174819,0.0100891808531616,NaN,-0.00435807869114024,-0.00419730708369246,NaN,-0.036574861314532005,NaN,NaN,NaN
-0.0037794662167840005,0.022195572780284,-0.005375881520443671,0.00677305752653456,NaN,-0.00313492793409385,-0.0041513896765941,NaN,-0.00584222288024654,NaN,NaN,NaN
0.0102766787472053,0.096572037609818,-0.00128781598529894,0.009473214655963071,NaN,-0.00211127654656818,-0.00398532640295344,NaN,0.0518727562304933,0.56395718464368,0.3585,0.69919997
-0.0142128254202909,-0.11302533920879401,0.0071651369648129,0.007742555491467409,NaN,-0.00225155388334421,-0.0055660645211747795,NaN,-0.0271124890057197,NaN,NaN,NaN
-0.005335828555716971,-0.0200677659869935,-0.0118689126388252,-0.0014604552649197802,NaN,-0.0028376308578028603,-0.00455153703463138,NaN,-0.0178922262818548,NaN,NaN,NaN
-0.0230928419279283,-0.139724152661482,-0.0053884469012986,-0.0143294612059472,NaN,-0.00472200680281363,-0.00510197575017754,NaN,-0.0266249481280342,NaN,NaN,NaN
-0.00110599222512415,0.020811093221408002,-0.0088457642829778,-0.0235256412744125,NaN,-0.00631160849531944,-0.0058863888778872605,NaN,-0.0111385261494229,0.56395718464368,0.36019999,0.70099998
0.0112346758715472,0.0598773473903411,0.00412879903363316,-0.0294321523094698,NaN,-0.0070410212675161,-0.0057123037865329605,NaN,0.0154512229487947,NaN,NaN,NaN
0.0117535127949485,0.0669105133615883,-0.00233890543667715,-0.0271921174090259,NaN,-0.00771288313808678,-0.0054800290686800295,NaN,0.0122288645370473,NaN,NaN,NaN
0.011420372924598998,0.0103676462373312,0.009602306273346779,-0.0181848644919311,NaN,-0.00783735155438681,-0.00489413828748672,NaN,0.027688982106414,NaN,NaN,NaN
0.0108301150908936,0.0403043683519919,0.00144523774508752,-0.0181623722569721,NaN,-0.00605478294059377,-0.00289868206717101,NaN,-0.0139432584596579,0.56395718464368,0.36860001,0.70599997
-0.00016727926946198202,-0.0240809113008492,0.00588715060944754,-0.00996619991108982,NaN,-0.0059139711187944895,-0.00644836411316449,NaN,0.0061942865218900895,NaN,NaN,NaN
0.004780420245381879,0.00433997423167871,0.000268667569451862,-0.0157621777551906,NaN,-0.00554132962457885,-0.00592242325342138,NaN,0.0191053295221165,NaN,NaN,NaN
-0.00252000182051755,-0.0436025186110612,0.006716394928998321,-0.0258701629362168,NaN,-0.0049453919155384605,-0.00598546987629931,NaN,0.00459950844174501,NaN,NaN,NaN
0.00147852600219349,0.0356168637686154,-0.00289626583700421,-0.0235384035229416,NaN,-0.0047550977449985,-0.0036539064611839996,NaN,-0.00372648592553431,0.56395718464368,NaN,NaN
0.000619251401930801,0.00919446092939187,0.000844820251005172,-0.0210047704049332,NaN,-0.00464755618628673,-0.00628970337618881,NaN,0.0149117005175997,NaN,NaN,NaN
0.0154421307242778,0.0188239550141582,0.0085404771284998,-0.0220857000719903,NaN,-0.0046558282032941,-0.0066996956894269395,NaN,0.00139462295528554,NaN,NaN,NaN
-0.00331431904054109,0.00770182142743754,-0.0044655566858176204,-0.0181559536020606,NaN,-0.00374631630040701,1.18924453274237e-05,NaN,-0.00180983203261092,NaN,NaN,NaN
0.0106097018169269,0.0184119403434537,0.0125287045847435,-0.0035797451931083297,NaN,-0.00344057539278435,-0.0048705711946157295,NaN,-0.03262344200829,0.39690309998051504,0.3779,0.70240003
0.0041307738363479,-0.0105304716875537,0.008940850438774,-0.00309017593613437,0.0053535362533372105,-0.0034157896858739,-0.005740688306253379,NaN,-0.0551230652764789,NaN,NaN,NaN
0.00651767820686549,0.00627454792270794,0.00906992102027492,-0.000595375331250203,0.00224797198539826,-0.00334969747068664,-0.00403039309839779,NaN,0.0161594143830209,NaN,NaN,NaN
-0.00542069099269144,0.00748965429563282,-0.006886429851374229,0.00516381240847874,0.00169008148388448,-0.00343231342222165,-0.00353434222270519,NaN,0.0052587646365781,NaN,NaN,NaN
0.0196787299027559,0.0820212576324785,0.0116674657998952,0.0167385388147965,0.0036606246007628703,-0.00313492793409385,-0.00298844269876606,NaN,0.0532682886671752,0.30159292017619,NaN,NaN
0.0013599189703726198,-0.009291564784967891,0.00284853355787849,0.022634579202701004,0.00275586056140862,-0.0021525325441647397,-0.00346438953865677,NaN,0.00388604793794884,NaN,NaN,NaN
0.0155161730293028,0.0198128103080397,0.00832937512487807,0.0209748132892269,0.00468967669111907,-0.00189677279193015,-0.004214504187107979,NaN,-0.0314520867421772,NaN,NaN,NaN
0.0143013822516354,0.0032966957349409103,0.0152464300150306,0.0263768893043714,0.00278128247182983,-0.00190502208558426,-0.0011589261779041198,NaN,0.0196865074372839,NaN,NaN,NaN
0.0176479735566684,0.0599804124627447,0.007295335532654591,0.0366484803839455,-0.000565610285351087,-0.00167406758259458,-0.00164886747306678,NaN,0.0127269861787079,0.30159292017619,0.37099999,0.69169998
-0.00532310995022018,-0.0219073202797584,-0.00619828803752621,0.0422868486637586,6.23411869726637e-05,-0.000709584392465984,0.000124904823934704,NaN,0.0269174834403648,NaN,NaN,NaN
0.00242077066355244,-0.020692314165926998,0.00058188764945609,0.042804580452798995,0.000934788919297197,0.00017165071136303502,0.00158328521451192,NaN,-0.00426239528018917,NaN,NaN,NaN
